player_id,player_name,team,position,goals,expected_goals,successful_dribbles
P00034,Antonio Gnabry,Germany,Defender,2,0.007941176,1
P00035,Nico Ginter,Germany,Defender,0,0.000294118,0
P00036,Leon Sule,Germany,Defender,2,0.007058824,0
P00037,Florian Brandt,Germany,Defender,1,0.003529412,0
P00038,Timo Henrichs,Germany,Defender,1,0.006470588,0
P00039,Joshua Tah,Germany,Midfielder,1,0.007941176,6
P00040,Jamal Koch,Germany,Midfielder,5,0.010294118,13
P00041,Leroy Klostermann,Germany,Midfielder,3,0.004117647,5
P00042,Kai Can,Germany,Midfielder,0,0.006470588,13
P00043,Antonio Fulle,Germany,Midfielder,0,0.005294118,3
P00044,Nico Volland,Germany,Midfielder,2,0.020882353,13
P00045,Leon Gotze,Germany,Midfielder,7,0.010882353,4
P00046,Florian Musiala,Germany,Midfielder,2,0.020588235,6
P00047,Joshua Fulle,Germany,Forward,4,0.073823529,16
P00048,Jamal Volland,Germany,Forward,2,0.022352941,9
P00049,Leroy Gotze,Germany,Forward,3,0.008823529,3
P00050,Kai Musiala,Germany,Forward,5,0.064705882,8
P00051,Antonio Havertz,Germany,Forward,1,0.042647059,6
P00052,Nico Schlotterbeck,Germany,Forward,5,0.06,12
P00053,Pedro Gavi,Spain,Goalkeeper,0,0,0
P00054,Gavi Morata,Spain,Goalkeeper,0,0,1
P00055,Rodri Fati,Spain,Goalkeeper,0,0,0
P00056,Pedro Torres,Spain,Defender,1,0.000888889,0
P00057,Gavi Asensio,Spain,Defender,2,0.001333333,0
P00058,Rodri Laporte,Spain,Defender,0,0.002888889,0
P00059,Alvaro Oyarzabal,Spain,Defender,0,0,1
P00060,Ferran Pau,Spain,Defender,0,0.001777778,2
P00061,Ansu Alba,Spain,Defender,1,0.001555556,0
P00062,Marco Carvajal,Spain,Defender,1,0.001333333,0
P00063,Dani Garcia,Spain,Defender,1,0.000666667,1
P00064,Aymeric Yamal,Spain,Defender,0,0.002888889,0
P00065,Pedro Riquelme,Spain,Midfielder,4,0.008222222,1
P00066,Gavi Ramos,Spain,Midfielder,1,0.021111111,24
P00067,Rodri Alonso,Spain,Midfielder,3,0.008222222,7
P00068,Alvaro Llorente,Spain,Midfielder,2,0.005111111,13
P00069,Ferran Cubarsi,Spain,Midfielder,2,0.028666667,13
P00070,Ansu Le Normand,Spain,Midfielder,3,0.016,5
P00071,Marco Mikel,Spain,Midfielder,2,0.013777778,17
P00072,Dani Gavi,Spain,Midfielder,4,0.012444444,19
P00073,Pedro Cubarsi,Spain,Forward,4,0.015111111,10
P00074,Gavi Le Normand,Spain,Forward,4,0.130666667,27
P00075,Rodri Mikel,Spain,Forward,6,0.034,17
P00076,Alvaro Gavi,Spain,Forward,8,0.053333333,26
P00077,Ferran Morata,Spain,Forward,7,0.050444444,22
P00078,Ansu Fati,Spain,Forward,5,0.054666667,5
P00079,Harry Bellingham,England,Goalkeeper,0,0,0
P00080,Jude Saka,England,Goalkeeper,0,0,2
P00081,Phil Rashford,England,Goalkeeper,0,0,0
P00082,Harry Rice,England,Defender,1,0.000454545,0
P00083,Jude Grealish,England,Defender,1,0.000681818,1
P00084,Phil Walker,England,Defender,0,0.001136364,0
P00085,Bukayo Alexander-Arnold,England,Defender,1,0.002954545,1
P00086,Declan Trippier,England,Defender,1,0.002272727,1
P00087,Marcus Mount,England,Defender,0,0.003181818,0
P00088,Jack Toney,England,Defender,1,0.002954545,0
P00089,John Palmer,England,Defender,3,0.0025,2
P00090,Kyle Gallagher,England,Defender,0,0.003636364,0
P00091,Harry Phillips,England,Midfielder,0,0.005,1
P00092,Jude Maddison,England,Midfielder,1,0.004318182,3
P00093,Phil Eze,England,Midfielder,2,0.013409091,2
P00094,Bukayo Ramsdale,England,Midfielder,2,0.016818182,12
P00095,Declan Watkins,England,Midfielder,5,0.007954545,8
P00096,Marcus Chilwell,England,Midfielder,5,0.016136364,24
P00097,Jack White,England,Midfielder,1,0.011363636,13
P00098,John Bellingham,England,Midfielder,0,0.007954545,7
P00099,Harry Watkins,England,Forward,5,0.038636364,13
P00100,Jude Chilwell,England,Forward,8,0.094545455,28
P00101,Phil White,England,Forward,8,0.13,28
P00102,Bukayo Bellingham,England,Forward,6,0.018181818,14
P00103,Declan Saka,England,Forward,10,0.034545455,22
P00104,Marcus Rashford,England,Forward,5,0.058409091,27
P00105,Gianluigi Chiesa,Italy,Goalkeeper,0,0,0
P00106,Federico Tonali,Italy,Goalkeeper,0,0,0
P00107,Nicolo Immobile,Italy,Goalkeeper,0,0,1
P00108,Gianluigi Verratti,Italy,Defender,0,0.003207547,0
P00109,Federico Pellegrini,Italy,Defender,0,0.000943396,0
P00110,Nicolo Bastoni,Italy,Defender,0,0.000943396,0
P00111,Sandro Scamacca,Italy,Defender,2,0.00245283,0
P00112,Marco Locatelli,Italy,Defender,0,0.000754717,0
P00113,Ciro Spinazzola,Italy,Defender,0,0.003207547,1
P00114,Lorenzo Frascati,Italy,Defender,0,0.002830189,0
P00115,Stephan Guglielmo,Italy,Defender,0,0.000754717,1
P00116,Alessandro Udogie,Italy,Defender,0,0.000754717,1
P00117,Gianluigi Di Lorenzo,Italy,Midfielder,4,0.012264151,16
P00118,Federico Berardi,Italy,Midfielder,2,0.020566038,11
P00119,Nicolo Vicario,Italy,Midfielder,1,0.012264151,4
P00120,Sandro Bellanova,Italy,Midfielder,9,0.011509434,14
P00121,Marco Calafiori,Italy,Midfielder,0,0.005471698,4
P00122,Ciro Colpani,Italy,Midfielder,4,0.001886792,12
P00123,Lorenzo Retegui,Italy,Midfielder,3,0.007735849,11
P00124,Stephan Chiesa,Italy,Midfielder,1,0.019622642,12
P00125,Gianluigi Calafiori,Italy,Forward,13,0.047735849,35
P00126,Federico Colpani,Italy,Forward,12,0.090943396,30
P00127,Nicolo Retegui,Italy,Forward,4,0.033207547,8
P00128,Sandro Chiesa,Italy,Forward,1,0.007924528,12
P00129,Marco Tonali,Italy,Forward,7,0.018301887,8
P00130,Ciro Immobile,Italy,Forward,1,0.029622642,9
P00131,Frenkie Gakpo,Netherlands,Goalkeeper,0,0,1
P00132,Cody Blind,Netherlands,Goalkeeper,0,0,0
P00133,Memphis van Dijk,Netherlands,Goalkeeper,0,0,3
P00134,Frenkie de Ligt,Netherlands,Defender,0,0.003888889,0
P00135,Cody Dumfries,Netherlands,Defender,2,0.004259259,1
P00136,Memphis Simons,Netherlands,Defender,0,0.007407407,2
P00137,Daley Berghuis,Netherlands,Defender,0,0.003518519,0
P00138,Matthijs Timber,Netherlands,Defender,2,0.001111111,0
P00139,Virgil Weghorst,Netherlands,Defender,0,0.010555556,1
P00140,Denzel Malen,Netherlands,Defender,0,0.002037037,2
P00141,Teun Gravenberch,Netherlands,Defender,1,0.001481481,2
P00142,Xavi Veerman,Netherlands,Defender,1,0.002592593,0
P00143,Frenkie Ake,Netherlands,Midfielder,3,0.029444444,22
P00144,Cody de Jong,Netherlands,Midfielder,2,0.017592593,8
P00145,Memphis van de Ven,Netherlands,Midfielder,4,0.022407407,8
P00146,Daley Frimpong,Netherlands,Midfielder,5,0.03037037,16
P00147,Matthijs Wijndal,Netherlands,Midfielder,2,0.014444444,5
P00148,Virgil Lang,Netherlands,Midfielder,6,0.008888889,4
P00149,Denzel Zerrouki,Netherlands,Midfielder,2,0.010740741,11
P00150,Teun Gakpo,Netherlands,Midfielder,0,0.000925926,3
P00151,Frenkie Wijndal,Netherlands,Forward,8,0.028148148,31
P00152,Cody Lang,Netherlands,Forward,10,0.051851852,32
P00153,Memphis Zerrouki,Netherlands,Forward,24,0.05962963,53
P00154,Daley Gakpo,Netherlands,Forward,5,0.030555556,18
P00155,Matthijs Blind,Netherlands,Forward,9,0.025,16
P00156,Virgil van Dijk,Netherlands,Forward,8,0.046111111,30
P00157,Kevin Lukaku,Belgium,Goalkeeper,0,0,1
P00158,Romelu Courtois,Belgium,Goalkeeper,0,0,0
P00159,Eden Dendoncker,Belgium,Goalkeeper,0,0,2
P00160,Kevin Tielemans,Belgium,Defender,1,0.00372549,1
P00161,Romelu Witsel,Belgium,Defender,0,0.000784314,1
P00162,Eden Castagne,Belgium,Defender,1,0.001176471,0
P00163,Thibaut Vertonghen,Belgium,Defender,0,0.000784314,0
P00164,Youri Chadli,Belgium,Defender,0,0.000196078,0
P00165,Leander Doku,Belgium,Defender,3,0.00627451,2
P00166,Axel Bakayoko,Belgium,Defender,0,0.000980392,0
P00167,Thomas Openda,Belgium,Defender,1,0.000196078,2
P00168,Jason Theate,Belgium,Defender,1,0.000392157,2
P00169,Kevin Casteels,Belgium,Midfielder,4,0.009019608,4
P00170,Romelu Onana,Belgium,Midfielder,2,0.028039216,26
P00171,Eden De Ketelaere,Belgium,Midfielder,7,0.013529412,12
P00172,Thibaut Faes,Belgium,Midfielder,2,0.019215686,6
P00173,Youri Saelemaekers,Belgium,Midfielder,3,0.055294118,11
P00174,Leander Vanheusden,Belgium,Midfielder,0,0.007058824,7
P00175,Axel Lammens,Belgium,Midfielder,1,0.016862745,12
P00176,Thomas Lukaku,Belgium,Midfielder,3,0.047843137,16
P00177,Kevin Saelemaekers,Belgium,Forward,10,0.068235294,48
P00178,Romelu Vanheusden,Belgium,Forward,10,0.084313725,28
P00179,Eden Lammens,Belgium,Forward,3,0.028627451,17
P00180,Thibaut Lukaku,Belgium,Forward,7,0.037058824,20
P00181,Youri Courtois,Belgium,Forward,6,0.077647059,21
P00182,Leander Dendoncker,Belgium,Forward,2,0.030196078,12
P00183,Cristiano Fernandes,Portugal,Goalkeeper,0,0,0
P00184,Bruno Leao,Portugal,Goalkeeper,0,0,0
P00185,Bernardo Felix,Portugal,Goalkeeper,0,0,1
P00186,Cristiano Jota,Portugal,Defender,0,0.000930233,0
P00187,Bruno Cancelo,Portugal,Defender,0,0.004651163,2
P00188,Bernardo Santos,Portugal,Defender,2,0.001162791,1
P00189,Rafael Guedes,Portugal,Defender,1,0.002790698,0
P00190,Diogo Semedo,Portugal,Defender,0,0.003255814,1
P00191,Joao Neves,Portugal,Defender,2,0.000465116,1
P00192,Pedro Neto,Portugal,Defender,1,0.001395349,0
P00193,Ruben Inacio,Portugal,Defender,0,0.001162791,1
P00194,Pepe Carvalho,Portugal,Defender,0,0.000232558,0
P00195,Cristiano Palhinha,Portugal,Midfielder,2,0.015813953,4
P00196,Bruno Vitinha,Portugal,Midfielder,2,0.010232558,2
P00197,Bernardo Conceicao,Portugal,Midfielder,0,0.009534884,7
P00198,Rafael Antonio,Portugal,Midfielder,2,0.008837209,8
P00199,Diogo Eustaquio,Portugal,Midfielder,0,0.012093023,7
P00200,Joao Taremi,Portugal,Midfielder,2,0.01255814,9
P00201,Pedro Pepe,Portugal,Midfielder,3,0.008372093,4
P00202,Ruben Fernandes,Portugal,Midfielder,1,0.01,8
P00203,Cristiano Eustaquio,Portugal,Forward,8,0.048139535,19
P00204,Bruno Taremi,Portugal,Forward,3,0.026511628,11
P00205,Bernardo Pepe,Portugal,Forward,12,0.063488372,25
P00206,Rafael Fernandes,Portugal,Forward,2,0.054651163,8
P00207,Diogo Leao,Portugal,Forward,7,0.03255814,20
P00208,Joao Felix,Portugal,Forward,10,0.060697674,27
P00209,Luka Kovacic,Croatia,Goalkeeper,0,0,1
P00210,Mateo Brozovic,Croatia,Goalkeeper,0,0,1
P00211,Ivan Kramaric,Croatia,Goalkeeper,0,0,0
P00212,Luka Vlasic,Croatia,Defender,0,0.004489796,0
P00213,Mateo Pasalic,Croatia,Defender,1,0.002653061,0
P00214,Ivan Gvardiol,Croatia,Defender,0,0,0
P00215,Marcelo Lovren,Croatia,Defender,3,0.00122449,1
P00216,Josko Bradaric,Croatia,Defender,0,0.002040816,0
P00217,Dominik Juranovic,Croatia,Defender,0,0.000612245,2
P00218,Andrej Sutalo,Croatia,Defender,1,0.004489796,1
P00219,Mario Ivanusec,Croatia,Defender,0,0.001836735,0
P00220,Ante Budimir,Croatia,Defender,0,0.002244898,0
P00221,Luka Barisic,Croatia,Midfielder,1,0.011428571,8
P00222,Mateo Stanisic,Croatia,Midfielder,0,0.026734694,13
P00223,Ivan Erlic,Croatia,Midfielder,2,0.016326531,8
P00224,Marcelo Petkovic,Croatia,Midfielder,3,0.015714286,7
P00225,Josko Musah,Croatia,Midfielder,1,0.014693878,6
P00226,Dominik Kljulanovic,Croatia,Midfielder,1,0.01122449,9
P00227,Andrej Bajkovic,Croatia,Midfielder,6,0.026122449,16
P00228,Mario Kovacic,Croatia,Midfielder,3,0.01,13
P00229,Luka Musah,Croatia,Forward,12,0.043265306,27
P00230,Mateo Kljulanovic,Croatia,Forward,4,0.026734694,10
P00231,Ivan Bajkovic,Croatia,Forward,5,0.03122449,8
P00232,Marcelo Kovacic,Croatia,Forward,4,0.04,6
P00233,Josko Brozovic,Croatia,Forward,4,0.04122449,17
P00234,Dominik Kramaric,Croatia,Forward,15,0.116734694,50
P00235,Granit Shaqiri,Switzerland,Goalkeeper,0,0,0
P00236,Xherdan Sommer,Switzerland,Goalkeeper,0,0,0
P00237,Manuel Zuber,Switzerland,Goalkeeper,0,0,0
P00238,Granit Rodriguez,Switzerland,Defender,0,0.000857143,1
P00239,Xherdan Fernandes,Switzerland,Defender,0,0.002,1
P00240,Manuel Seferovic,Switzerland,Defender,0,0.006285714,1
P00241,Yann Elvedi,Switzerland,Defender,1,0.001714286,0
P00242,Ricardo Mbabu,Switzerland,Defender,1,0.001142857,1
P00243,Stefan Okafor,Switzerland,Defender,2,0,0
P00244,Fabian Ndoye,Switzerland,Defender,1,0.006,2
P00245,Remo Jashari,Switzerland,Defender,0,0.002285714,2
P00246,Haris Steiner,Switzerland,Defender,0,0.000857143,0
P00247,Granit Zakaria,Switzerland,Midfielder,0,0.003714286,4
P00248,Xherdan Aebischer,Switzerland,Midfielder,3,0.025428571,6
P00249,Manuel Rieder,Switzerland,Midfielder,4,0.007714286,5
P00250,Yann Blerim,Switzerland,Midfielder,1,0.025428571,10
P00251,Ricardo Kobal,Switzerland,Midfielder,0,0.004857143,6
P00252,Stefan Mvogo,Switzerland,Midfielder,2,0.021142857,3
P00253,Fabian Pfannenstiel,Switzerland,Midfielder,4,0.009142857,5
P00254,Remo Shaqiri,Switzerland,Midfielder,0,0.009714286,4
P00255,Granit Kobal,Switzerland,Forward,6,0.227142857,30
P00256,Xherdan Mvogo,Switzerland,Forward,5,0.042857143,9
P00257,Manuel Pfannenstiel,Switzerland,Forward,2,0.043428571,9
P00258,Yann Shaqiri,Switzerland,Forward,9,0.042285714,12
P00259,Ricardo Sommer,Switzerland,Forward,2,0.015714286,5
P00260,Stefan Zuber,Switzerland,Forward,7,0.034571429,24
P00261,Christian Hojbjerg,Denmark,Goalkeeper,0,0,0
P00262,Pierre-Emile Christensen,Denmark,Goalkeeper,0,0,1
P00263,Simon Wind,Denmark,Goalkeeper,0,0,0
P00264,Christian Maehle,Denmark,Defender,2,0.002790698,1
P00265,Pierre-Emile Damsgaard,Denmark,Defender,1,0.001162791,1
P00266,Simon Dolberg,Denmark,Defender,1,0.003255814,0
P00267,Andreas Lindstrom,Denmark,Defender,0,0.001627907,0
P00268,Joakim Maeland,Denmark,Defender,2,0.001162791,0
P00269,Rasmus Andersen,Denmark,Defender,2,0.003488372,1
P00270,Mikkel Bah,Denmark,Defender,2,0.002325581,1
P00271,Kasper Cornelius,Denmark,Defender,2,0.000930233,1
P00272,Jannik Olsen,Denmark,Defender,1,0.001860465,2
P00273,Christian Wass,Denmark,Midfielder,3,0.015348837,2
P00274,Pierre-Emile Christensen,Denmark,Midfielder,1,0.005348837,9
P00275,Simon Poulsen,Denmark,Midfielder,0,0.009302326,4
P00276,Andreas Vestergaard,Denmark,Midfielder,0,0.004651163,3
P00277,Joakim Skov,Denmark,Midfielder,6,0.010930233,4
P00278,Rasmus Laursen,Denmark,Midfielder,0,0.009069767,13
P00279,Mikkel Hansen,Denmark,Midfielder,1,0.005116279,5
P00280,Kasper Hojbjerg,Denmark,Midfielder,0,0.010697674,7
P00281,Christian Skov,Denmark,Forward,6,0.138372093,17
P00282,Pierre-Emile Laursen,Denmark,Forward,2,0.057209302,12
P00283,Simon Hansen,Denmark,Forward,9,0.038604651,18
P00284,Andreas Hojbjerg,Denmark,Forward,9,0.079302326,27
P00285,Joakim Christensen,Denmark,Forward,2,0.043255814,3
P00286,Rasmus Wind,Denmark,Forward,5,0.039534884,9
P00287,Dusan Mitrovic,Serbia,Goalkeeper,0,0,0
P00288,Aleksandar Savic,Serbia,Goalkeeper,0,0,0
P00289,Filip Milinkovic-Savic,Serbia,Goalkeeper,0,0,1
P00290,Dusan Gudelj,Serbia,Defender,1,0.001904762,0
P00291,Aleksandar Kostic,Serbia,Defender,1,0.001666667,0
P00292,Filip Pavlovic,Serbia,Defender,2,0.002619048,0
P00293,Sergej Milenkovic,Serbia,Defender,0,0.00047619,0
P00294,Nemanja Lazovic,Serbia,Defender,1,0.001428571,1
P00295,Dusan Zivkovic,Serbia,Defender,1,0.001666667,0
P00296,Lazar Ilic,Serbia,Defender,4,0.000952381,2
P00297,Strahinja Ristic,Serbia,Defender,0,0.001428571,1
P00298,Andrija Gudelj,Serbia,Defender,0,0.002380952,1
P00299,Dusan Radonjic,Serbia,Midfielder,1,0.010238095,6
P00300,Aleksandar Lukic,Serbia,Midfielder,2,0.007857143,9
P00301,Filip Maksimovic,Serbia,Midfielder,4,0.009761905,6
P00302,Sergej Jovic,Serbia,Midfielder,5,0.025238095,17
P00303,Nemanja Jevtovic,Serbia,Midfielder,4,0.013809524,13
P00304,Dusan Terzic,Serbia,Midfielder,2,0.012142857,8
P00305,Lazar Grujic,Serbia,Midfielder,0,0.015714286,5
P00306,Strahinja Mitrovic,Serbia,Midfielder,2,0.014285714,5
P00307,Dusan Jevtovic,Serbia,Forward,8,0.047857143,26
P00308,Aleksandar Terzic,Serbia,Forward,7,0.039047619,12
P00309,Filip Grujic,Serbia,Forward,5,0.047142857,13
P00310,Sergej Mitrovic,Serbia,Forward,3,0.041190476,17
P00311,Nemanja Savic,Serbia,Forward,3,0.044047619,17
P00312,Dusan Milinkovic-Savic,Serbia,Forward,3,0.051904762,5
P00313,David Sabitzer,Austria,Goalkeeper,0,0,0
P00314,Marcel Lainer,Austria,Goalkeeper,0,0,0
P00315,Marko Baumgartlinger,Austria,Goalkeeper,0,0,1
P00316,David Laimer,Austria,Defender,0,0.000909091,2
P00317,Marcel Kalajdzic,Austria,Defender,1,0.007878788,0
P00318,Marko Gregoritsch,Austria,Defender,0,0.006969697,2
P00319,Konrad Posch,Austria,Defender,1,0.001818182,1
P00320,Stefan Hinteregger,Austria,Defender,1,0.000606061,1
P00321,Maximilian Seiwald,Austria,Defender,0,0.00030303,0
P00322,Florian Waldschmidt,Austria,Defender,0,0.004242424,3
P00323,Xaver Kofler,Austria,Defender,0,0.000909091,1
P00324,Philipp Friedl,Austria,Defender,2,0.003030303,1
P00325,David Ulmer,Austria,Midfielder,6,0.013636364,14
P00326,Marcel Dembir,Austria,Midfielder,2,0.008484848,4
P00327,Marko Borrmann,Austria,Midfielder,0,0.013333333,5
P00328,Konrad Bardi,Austria,Midfielder,0,0.004545455,5
P00329,Stefan Muhl,Austria,Midfielder,2,0.002424242,5
P00330,Maximilian Bavoli,Austria,Midfielder,4,0.018181818,6
P00331,Florian Kick,Austria,Midfielder,1,0.017575758,11
P00332,Xaver Sabitzer,Austria,Midfielder,3,0.048484848,6
P00333,David Muhl,Austria,Forward,5,0.074545455,21
P00334,Marcel Bavoli,Austria,Forward,5,0.071515152,17
P00335,Marko Kick,Austria,Forward,3,0.036363636,14
P00336,Konrad Sabitzer,Austria,Forward,4,0.033333333,8
P00337,Stefan Lainer,Austria,Forward,11,0.096969697,33
P00338,Maximilian Baumgartlinger,Austria,Forward,3,0.028181818,9
P00339,Robert Zielinski,Poland,Goalkeeper,0,0,0
P00340,Piotr Glik,Poland,Goalkeeper,0,0,0
P00341,Jan Milik,Poland,Goalkeeper,0,0,0
P00342,Robert Krychowiak,Poland,Defender,0,0.001538462,1
P00343,Piotr Szymanski,Poland,Defender,1,0.005384615,0
P00344,Jan Bednarek,Poland,Defender,1,0.001794872,0
P00345,Arkadiusz Dawidowicz,Poland,Defender,0,0.000512821,0
P00346,Grzegorz Piatek,Poland,Defender,2,0.002307692,0
P00347,Krzysztof Grosicki,Poland,Defender,2,0.000769231,1
P00348,Mateusz Frankowski,Poland,Defender,1,0.000512821,1
P00349,Jakub Helik,Poland,Defender,1,0.001025641,2
P00350,Kamil Jozwiak,Poland,Defender,1,0.000512821,2
P00351,Robert Swierczok,Poland,Midfielder,5,0.017179487,13
P00352,Piotr Cash,Poland,Midfielder,1,0.011794872,11
P00353,Jan Rybus,Poland,Midfielder,1,0.013076923,6
P00354,Arkadiusz Puchacz,Poland,Midfielder,1,0.005128205,3
P00355,Grzegorz Skoras,Poland,Midfielder,0,0.009230769,10
P00356,Krzysztof Urbański,Poland,Midfielder,2,0.017179487,5
P00357,Mateusz Kozlowski,Poland,Midfielder,5,0.00974359,19
P00358,Jakub Zielinski,Poland,Midfielder,4,0.020512821,14
P00359,Robert Skoras,Poland,Forward,3,0.048717949,19
P00360,Piotr Urbański,Poland,Forward,5,0.016923077,4
P00361,Jan Kozlowski,Poland,Forward,3,0.025897436,8
P00362,Arkadiusz Zielinski,Poland,Forward,5,0.047948718,12
P00363,Grzegorz Glik,Poland,Forward,4,0.067179487,14
P00364,Krzysztof Milik,Poland,Forward,3,0.063076923,16
P00365,Dejan Isak,Sweden,Goalkeeper,0,0,1
P00366,Alexander Lindelof,Sweden,Goalkeeper,0,0,0
P00367,Emil Olsson,Sweden,Goalkeeper,0,0,0
P00368,Dejan Augustinsson,Sweden,Defender,0,0.000277778,1
P00369,Alexander Ekdal,Sweden,Defender,0,0.001111111,0
P00370,Emil Berg,Sweden,Defender,0,0,0
P00371,Viktor Krafth,Sweden,Defender,2,0.000833333,0
P00372,Robin Björkman,Sweden,Defender,0,0.0025,0
P00373,Ludwig Elanga,Sweden,Defender,1,0.001388889,1
P00374,Mattias Karlsson,Sweden,Defender,5,0.000833333,0
P00375,Karl Kristoffersen,Sweden,Defender,0,0.000555556,1
P00376,Filip Daka,Sweden,Defender,0,0.001944444,0
P00377,Dejan Gustafson,Sweden,Midfielder,2,0.006944444,5
P00378,Alexander Ndicka,Sweden,Midfielder,1,0.011944444,5
P00379,Emil Garcia,Sweden,Midfielder,5,0.001666667,8
P00380,Viktor Holm,Sweden,Midfielder,5,0.006388889,9
P00381,Robin Wahlqvist,Sweden,Midfielder,3,0.011666667,7
P00382,Ludwig Hiljemark,Sweden,Midfielder,1,0.003055556,5
P00383,Mattias Ljungberg,Sweden,Midfielder,3,0.010833333,3
P00384,Karl Isak,Sweden,Midfielder,2,0.011944444,3
P00385,Dejan Wahlqvist,Sweden,Forward,6,0.033611111,8
P00386,Alexander Hiljemark,Sweden,Forward,1,0.038611111,6
P00387,Emil Ljungberg,Sweden,Forward,6,0.061111111,19
P00388,Viktor Isak,Sweden,Forward,7,0.050555556,13
P00389,Robin Lindelof,Sweden,Forward,1,0.029722222,5
P00390,Ludwig Olsson,Sweden,Forward,8,0.066944444,26
P00391,Hakan Under,Turkey,Goalkeeper,0,0,0
P00392,Cengiz Soyuncu,Turkey,Goalkeeper,0,0,2
P00393,Merih Turan,Turkey,Goalkeeper,0,0,0
P00394,Hakan Yilmaz,Turkey,Defender,0,0.0002,0
P00395,Cengiz Kahveci,Turkey,Defender,1,0.0008,0
P00396,Merih Kokcu,Turkey,Defender,0,0.0036,0
P00397,Caglar Guler,Turkey,Defender,1,0.0016,0
P00398,Burak Tufan,Turkey,Defender,1,0.0006,0
P00399,Enes Celik,Turkey,Defender,1,0.0012,0
P00400,Yusuf Kilicsoy,Turkey,Defender,1,0.0004,0
P00401,Irfan Enes,Turkey,Defender,1,0.0016,1
P00402,Orkun Bayindir,Turkey,Defender,3,0.0026,0
P00403,Hakan Ucar,Turkey,Midfielder,2,0.0212,9
P00404,Cengiz Muldur,Turkey,Midfielder,2,0.01,8
P00405,Merih Yildiz,Turkey,Midfielder,3,0.0088,8
P00406,Caglar Abdul,Turkey,Midfielder,0,0.0196,7
P00407,Burak Cengiz,Turkey,Midfielder,2,0.0146,3
P00408,Enes Gonul,Turkey,Midfielder,3,0.0248,8
P00409,Yusuf Unal,Turkey,Midfielder,3,0.0114,6
P00410,Irfan Under,Turkey,Midfielder,5,0.0134,19
P00411,Hakan Cengiz,Turkey,Forward,5,0.0498,19
P00412,Cengiz Gonul,Turkey,Forward,9,0.0528,31
P00413,Merih Unal,Turkey,Forward,2,0.0176,9
P00414,Caglar Under,Turkey,Forward,10,0.047,17
P00415,Burak Soyuncu,Turkey,Forward,5,0.0694,26
P00416,Enes Turan,Turkey,Forward,5,0.0522,20
P00417,Andriy Zinchenko,Ukraine,Goalkeeper,0,0,0
P00418,Oleksandr Tsygankov,Ukraine,Goalkeeper,0,0,0
P00419,Mykhailo Sudakov,Ukraine,Goalkeeper,0,0,0
P00420,Andriy Dovbyk,Ukraine,Defender,0,0.004210526,0
P00421,Oleksandr Shaparenko,Ukraine,Defender,0,0.003421053,1
P00422,Mykhailo Zabarnyi,Ukraine,Defender,0,0.001578947,1
P00423,Viktor Karavaev,Ukraine,Defender,3,0.002105263,0
P00424,Artem Lunin,Ukraine,Defender,0,0.006052632,0
P00425,Ruslan Makarenko,Ukraine,Defender,1,0.001052632,0
P00426,Yevhen Yaremchuk,Ukraine,Defender,2,0.001578947,0
P00427,Dmytro Kovalenko,Ukraine,Defender,1,0,0
P00428,Oleksiy Sobol,Ukraine,Defender,0,0.000263158,0
P00429,Andriy Bushchan,Ukraine,Midfielder,4,0.022368421,13
